First_pokemon,Second_pokemon,Winner,Name_First,Type 1_First,Type 2_First,HP_First,Attack_First,Defense_First,Sp. Atk_First,Sp. Def_First,Speed_First,Generation_First,Legendary_First,Name_Second,Type 1_Second,Type 2_Second,HP_Second,Attack_Second,Defense_Second,Sp. Atk_Second,Sp. Def_Second,Speed_Second,Generation_Second,Legendary_Second
468,539,539,Cherubi,Grass,,45,35,45,62,53,35,4,False,Mesprit,Psychic,,80,105,105,105,105,80,4,True
58,721,721,Meowth,Normal,,40,45,35,40,40,90,1,False,Chesnaught,Grass,Fighting,88,107,122,74,75,64,6,False
25,800,25,Rattata,Normal,,30,56,35,25,35,72,1,False,Volcanion,Fire,Water,80,110,120,130,90,70,6,True
259,244,259,Elekid,Electric,,45,63,37,65,55,95,2,False,Delibird,Ice,Flying,45,55,45,65,45,75,2,False
701,304,701,Terrakion,Rock,Fighting,91,129,90,72,90,108,5,True,Ralts,Psychic,Fairy,28,25,25,45,35,40,3,False
553,164,164,Arceus,Normal,,120,120,120,120,120,120,4,True,Mega Mewtwo X,Psychic,Fighting,106,190,100,154,100,130,1,True
316,567,316,Ninjask,Bug,Flying,61,90,45,50,50,160,3,False,Herdier,Normal,,65,80,65,35,65,60,5,False
354,375,375,Camerupt,Fire,Ground,70,100,70,105,75,40,3,False,Crawdaunt,Water,Dark,63,120,85,90,55,55,3,False
143,580,580,Lapras,Water,Ice,130,85,80,85,95,60,1,False,Tranquill,Normal,Flying,62,77,62,50,42,65,5,False
651,277,277,Escavalier,Bug,Steel,70,135,105,60,105,20,5,False,Torchic,Fire,,45,60,40,70,50,45,3,False
668,497,497,Beheeyem,Psychic,,75,75,75,125,95,40,5,False,Riolu,Fighting,,40,70,40,35,40,60,4,False
701,308,701,Terrakion,Rock,Fighting,91,129,90,72,90,108,5,True,Surskit,Bug,Water,40,30,32,50,52,65,3,False
185,17,185,Chinchou,Water,Electric,75,38,38,56,56,67,2,False,Weedle,Bug,Poison,40,35,30,20,20,50,1,False
485,172,172,Bronzor,Steel,Psychic,57,24,86,24,86,23,4,False,Typhlosion,Fire,,78,84,78,109,85,100,2,False
402,154,154,Clamperl,Water,,35,64,85,74,55,32,3,False,Aerodactyl,Rock,Flying,80,105,65,60,75,130,1,False
590,797,590,Excadrill,Ground,Steel,110,135,60,50,65,88,5,False,Mega Diancie,Rock,Fairy,50,160,110,160,110,110,6,True
785,290,785,Gourgeist Average Size,Ghost,Grass,65,90,122,58,75,84,6,False,Silcoon,Bug,,50,35,55,25,25,15,3,False
643,225,225,Swanna,Water,Flying,75,87,63,87,63,98,5,False,Mega Steelix,Steel,Ground,75,125,230,55,95,30,2,False
431,28,28,Deoxys Defense Forme,Psychic,,50,70,160,70,160,90,3,True,Fearow,Normal,Flying,65,90,65,61,61,100,1,False
456,671,671,Shieldon,Rock,Steel,30,42,118,42,88,30,4,False,Chandelure,Ghost,Fire,60,55,90,145,90,80,5,False
108,609,108,Kingler,Water,,55,130,115,50,50,75,1,False,Petilil,Grass,,45,35,50,70,50,30,5,False
412,659,412,Metang,Steel,Psychic,60,75,100,55,80,50,3,False,Ferroseed,Grass,Steel,44,50,91,24,86,10,5,False
724,413,724,Delphox,Fire,Psychic,75,69,72,114,100,104,6,False,Metagross,Steel,Psychic,80,135,130,95,90,70,3,False
97,704,704,Muk,Poison,,105,105,75,65,100,50,1,False,Tornadus Therian Forme,Flying,,79,100,80,110,90,121,5,True
66,15,15,Poliwag,Water,,40,50,40,40,40,90,1,False,Metapod,Bug,,50,20,55,25,25,30,1,False
788,186,186,Gourgeist Super Size,Ghost,Grass,85,100,122,58,75,54,6,False,Lanturn,Water,Electric,125,58,58,76,76,67,2,False
279,335,279,Blaziken,Fire,Fighting,80,120,70,110,70,80,3,False,Meditite,Fighting,Psychic,30,40,55,40,55,60,3,False
389,624,624,Duskull,Ghost,,20,40,90,30,90,25,3,False,Yamask,Ghost,,38,30,85,55,65,30,5,False
613,527,527,Krokorok,Ground,Dark,60,82,45,45,45,74,5,False,Gallade,Psychic,Fighting,68,125,65,65,115,80,4,False
256,789,256,Tyrogue,Fighting,,35,35,35,35,35,35,2,False,Bergmite,Ice,,55,69,85,32,35,28,6,False
485,402,402,Bronzor,Steel,Psychic,57,24,86,24,86,23,4,False,Clamperl,Water,,35,64,85,74,55,32,3,False
47,385,47,Zubat,Poison,Flying,40,45,35,30,40,55,1,False,Kecleon,Normal,,60,90,70,60,120,40,3,False
573,391,573,Pansear,Fire,,50,53,48,53,48,64,5,False,Tropius,Grass,Flying,99,68,83,72,87,51,3,False
6,280,280,Charmeleon,Fire,,58,64,58,80,65,80,1,False,Mega Blaziken,Fire,Fighting,80,160,80,130,80,100,3,False
123,646,646,Tangela,Grass,,65,55,115,100,40,60,1,False,Vanilluxe,Ice,,71,95,85,110,95,79,5,False
202,137,137,Politoed,Water,,90,75,75,90,100,70,2,False,Pinsir,Bug,,65,125,100,55,70,85,1,False
396,688,688,Snorunt,Ice,,50,50,50,50,50,50,3,False,Bouffalant,Normal,,95,110,95,40,95,55,5,False
471,250,250,Gastrodon,Water,Ground,111,83,68,92,82,39,4,False,Kingdra,Water,Dragon,75,95,95,95,95,85,2,False
65,511,65,Arcanine,Fire,,90,110,80,100,80,95,1,False,Abomasnow,Grass,Ice,90,92,75,92,85,60,4,False
553,164,164,Arceus,Normal,,120,120,120,120,120,120,4,True,Mega Mewtwo X,Psychic,Fighting,106,190,100,154,100,130,1,True
40,426,426,Nidoking,Poison,Ground,81,102,77,85,75,85,1,False,Rayquaza,Dragon,Flying,105,150,90,150,90,95,3,True
670,397,397,Lampent,Ghost,Fire,60,40,60,95,60,55,5,False,Glalie,Ice,,80,80,80,80,80,80,3,False
390,792,792,Dusclops,Ghost,,40,70,130,60,130,25,3,False,Noivern,Flying,Dragon,85,70,80,97,80,123,6,False
322,733,322,Hariyama,Fighting,,144,120,60,40,60,50,3,False,Scatterbug,Bug,,38,35,40,27,25,35,6,False
45,536,536,Jigglypuff,Normal,Fairy,115,45,20,45,25,20,1,False,Fan Rotom,Electric,Flying,50,65,107,105,107,86,4,False
353,741,741,Numel,Fire,Ground,60,60,40,65,45,35,3,False,Skiddo,Grass,,66,65,48,62,57,52,6,False
181,397,181,Ledian,Bug,Flying,55,35,50,55,110,85,2,False,Glalie,Ice,,80,80,80,80,80,80,3,False
573,484,484,Pansear,Fire,,50,53,48,53,48,64,5,False,Skuntank,Poison,Dark,103,93,67,71,61,84,4,False
64,278,64,Growlithe,Fire,,55,70,45,70,50,60,1,False,Combusken,Fire,Fighting,60,85,60,85,60,55,3,False
487,773,773,Bonsly,Rock,,50,80,95,10,45,10,4,False,Dedenne,Electric,Fairy,67,58,57,81,67,101,6,False
675,429,429,Cubchoo,Ice,,55,70,40,60,40,40,5,False,Deoxys Normal Forme,Psychic,,50,150,50,150,50,150,3,True
295,800,800,Lombre,Water,Grass,60,50,50,60,70,50,3,False,Volcanion,Fire,Water,80,110,120,130,90,70,6,True
686,539,539,Pawniard,Dark,Steel,45,85,70,40,40,60,5,False,Mesprit,Psychic,,80,105,105,105,105,80,4,True
366,259,259,Altaria,Dragon,Flying,75,70,90,70,105,80,3,False,Elekid,Electric,,45,63,37,65,55,95,2,False
436,374,436,Chimchar,Fire,,44,58,44,58,44,61,4,False,Corphish,Water,,43,80,65,50,35,35,3,False
152,520,520,Kabuto,Rock,Water,30,80,90,55,45,55,1,False,Togekiss,Fairy,Flying,85,50,95,120,115,80,4,False
503,772,772,Drapion,Poison,Dark,70,90,110,60,75,95,4,False,Hawlucha,Fighting,Flying,78,92,75,74,63,118,6,False
305,698,698,Kirlia,Psychic,Fairy,38,35,35,65,55,50,3,False,Larvesta,Bug,Fire,55,85,55,50,55,60,5,False
613,744,613,Krokorok,Ground,Dark,60,82,45,45,45,74,5,False,Pangoro,Fighting,Dark,95,124,78,69,71,58,6,False
208,548,548,Sunflora,Grass,,75,75,55,105,85,30,2,False,Phione,Water,,80,80,80,80,80,80,4,False
438,152,438,Infernape,Fire,Fighting,76,104,71,104,71,108,4,False,Kabuto,Rock,Water,30,80,90,55,45,55,1,False
240,690,690,Piloswine,Ice,Ground,100,100,80,60,60,50,2,False,Braviary,Normal,Flying,100,123,75,57,75,80,5,False
642,768,768,Ducklett,Water,Flying,62,44,50,44,50,55,5,False,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,6,False
510,408,408,Snover,Grass,Ice,60,62,50,62,60,40,4,False,Shelgon,Dragon,,65,95,100,60,50,50,3,False
108,718,718,Kingler,Water,,55,130,115,50,50,75,1,False,Genesect,Bug,Steel,71,120,95,120,95,99,5,False
106,224,106,Hypno,Psychic,,85,73,70,73,115,67,1,False,Steelix,Steel,Ground,75,85,200,55,65,30,2,False
680,211,211,Stunfisk,Ground,Electric,109,66,84,81,99,32,5,False,Quagsire,Water,Ground,95,85,85,65,65,35,2,False
160,718,718,Dratini,Dragon,,41,64,45,50,50,50,1,False,Genesect,Bug,Steel,71,120,95,120,95,99,5,False
615,326,326,Darumaka,Fire,,70,90,45,15,45,50,5,False,Delcatty,Normal,,70,65,65,55,55,70,3,False
350,257,350,Mega Sharpedo,Water,Dark,70,140,70,110,65,105,3,False,Hitmontop,Fighting,,50,95,95,35,110,70,2,False
525,685,525,Mamoswine,Ice,Ground,110,130,80,70,60,80,4,False,Golurk,Ground,Ghost,89,124,80,55,80,55,5,False
800,690,690,Volcanion,Fire,Water,80,110,120,130,90,70,6,True,Braviary,Normal,Flying,100,123,75,57,75,80,5,False
759,442,442,Binacle,Rock,Water,42,52,67,39,56,50,6,False,Starly,Normal,Flying,40,55,30,30,30,60,4,False
501,766,766,Hippowdon,Ground,,108,112,118,68,72,47,4,False,Heliolisk,Electric,Normal,62,55,52,109,94,109,6,False
292,666,666,Cascoon,Bug,,50,35,55,25,25,15,3,False,Eelektross,Electric,,85,115,80,105,80,50,5,False
573,638,638,Pansear,Fire,,50,53,48,53,48,64,5,False,Gothitelle,Psychic,,70,55,95,95,110,65,5,False
472,447,472,Ambipom,Normal,,75,100,66,60,66,115,4,False,Kricketot,Bug,,37,25,41,25,41,25,4,False
400,258,258,Sealeo,Ice,Water,90,60,70,75,70,45,3,False,Smoochum,Ice,Psychic,45,30,15,85,65,65,2,False
4,91,4,Mega Venusaur,Grass,Poison,80,100,123,122,120,80,1,False,Farfetch'd,Normal,Flying,52,65,55,58,62,60,1,False
428,6,428,Jirachi,Steel,Psychic,100,100,100,100,100,100,3,True,Charmeleon,Fire,,58,64,58,80,65,80,1,False
135,314,135,Electabuzz,Electric,,65,83,57,95,85,105,1,False,Slaking,Normal,,150,160,100,95,65,100,3,False
284,499,499,Mega Swampert,Water,Ground,100,150,110,95,110,70,3,False,Mega Lucario,Fighting,Steel,70,145,88,140,70,112,4,False
254,247,254,Stantler,Normal,,73,95,62,85,65,85,2,False,Houndour,Dark,Fire,45,60,30,80,50,65,2,False
294,318,294,Lotad,Water,Grass,40,30,30,40,50,30,3,False,Whismur,Normal,,64,51,23,51,23,28,3,False
685,115,115,Golurk,Ground,Ghost,89,124,80,55,80,55,5,False,Hitmonlee,Fighting,,50,120,53,35,110,87,1,False
53,167,167,Parasect,Bug,Grass,60,95,80,60,80,30,1,False,Chikorita,Grass,,45,49,65,49,65,45,2,False
494,302,494,Garchomp,Dragon,Ground,108,130,95,80,85,102,4,False,Wingull,Water,Flying,40,30,30,55,30,85,3,False
561,43,43,Oshawott,Water,,55,55,45,63,45,45,5,False,Vulpix,Fire,,38,41,40,50,65,65,1,False
105,591,591,Drowzee,Psychic,,60,48,45,43,90,42,1,False,Audino,Normal,,103,60,86,60,86,50,5,False
436,668,436,Chimchar,Fire,,44,58,44,58,44,61,4,False,Beheeyem,Psychic,,75,75,75,125,95,40,5,False
467,710,467,Floatzel,Water,,85,105,55,85,50,115,4,False,Landorus Therian Forme,Ground,Flying,89,145,90,105,80,91,5,True
699,676,699,Volcarona,Bug,Fire,85,60,65,135,105,100,5,False,Beartic,Ice,,95,110,80,70,80,50,5,False
75,186,186,Machamp,Fighting,,90,130,80,65,85,55,1,False,Lanturn,Water,Electric,125,58,58,76,76,67,2,False
1,241,1,Bulbasaur,Grass,Poison,45,49,49,65,65,45,1,False,Corsola,Water,Rock,55,55,85,65,85,35,2,False
665,187,187,Eelektrik,Electric,,65,85,70,75,70,40,5,False,Pichu,Electric,,20,40,15,35,35,60,2,False
326,113,326,Delcatty,Normal,,70,65,65,55,55,70,3,False,Cubone,Ground,,50,50,95,40,50,35,1,False
778,637,778,Klefki,Steel,Fairy,57,80,91,80,87,75,6,False,Gothorita,Psychic,,60,45,70,75,85,55,5,False
31,121,121,Pikachu,Electric,,35,55,40,50,50,90,1,False,Rhydon,Ground,Rock,105,130,120,45,45,40,1,False
687,384,384,Bisharp,Dark,Steel,65,125,100,60,70,70,5,False,Castform,Normal,,70,70,70,70,70,70,3,False
196,611,611,Ampharos,Electric,,90,75,85,115,90,55,2,False,Basculin,Water,,70,92,65,80,55,98,5,False
284,73,284,Mega Swampert,Water,Ground,100,150,110,95,110,70,3,False,Machop,Fighting,,70,80,50,35,35,35,1,False
612,58,58,Sandile,Ground,Dark,50,72,35,35,35,65,5,False,Meowth,Normal,,40,45,35,40,40,90,1,False
86,340,340,Slowpoke,Water,Psychic,90,65,65,40,40,15,1,False,Mega Manectric,Electric,,70,75,80,135,80,135,3,False
229,666,229,Scizor,Bug,Steel,70,130,100,55,80,65,2,False,Eelektross,Electric,,85,115,80,105,80,50,5,False
43,790,43,Vulpix,Fire,,38,41,40,50,65,65,1,False,Avalugg,Ice,,95,117,184,44,46,28,6,False
380,610,380,Anorith,Rock,Bug,45,95,50,40,50,75,3,False,Lilligant,Grass,,70,60,75,110,75,90,5,False
277,147,147,Torchic,Fire,,45,60,40,70,50,45,3,False,Jolteon,Electric,,65,65,60,110,95,130,1,False
330,774,774,Mega Mawile,Steel,Fairy,50,105,125,55,95,50,3,False,Carbink,Rock,Fairy,50,50,150,50,150,50,6,False
170,384,384,Cyndaquil,Fire,,39,52,43,60,50,65,2,False,Castform,Normal,,70,70,70,70,70,70,3,False
425,420,420,Primal Groudon,Ground,Fire,100,180,160,150,90,90,3,True,Latios,Dragon,Psychic,80,90,80,130,110,110,3,True
495,168,495,Mega Garchomp,Dragon,Ground,108,170,115,120,95,92,4,False,Bayleef,Grass,,60,62,80,63,80,60,2,False
405,527,527,Relicanth,Water,Rock,100,90,130,45,65,55,3,False,Gallade,Psychic,Fighting,68,125,65,65,115,80,4,False
267,53,267,Pupitar,Rock,Ground,70,84,70,65,70,51,2,False,Parasect,Bug,Grass,60,95,80,60,80,30,1,False
740,731,731,Florges,Fairy,,78,65,68,112,154,75,6,False,Fletchinder,Fire,Flying,62,73,55,56,52,84,6,False
611,692,611,Basculin,Water,,70,92,65,80,55,98,5,False,Mandibuzz,Dark,Flying,110,65,105,55,95,80,5,False
237,13,13,Slugma,Fire,,40,40,40,70,40,20,2,False,Mega Blastoise,Water,,79,103,120,135,115,78,1,False
109,629,629,Voltorb,Electric,,40,30,50,55,55,100,1,False,Archeops,Rock,Flying,75,140,65,112,65,110,5,False
229,569,229,Scizor,Bug,Steel,70,130,100,55,80,65,2,False,Purrloin,Dark,,41,50,37,50,37,66,5,False
201,759,759,Sudowoodo,Rock,,70,100,115,30,65,30,2,False,Binacle,Rock,Water,42,52,67,39,56,50,6,False
621,580,580,Scraggy,Dark,Fighting,50,75,70,35,70,48,5,False,Tranquill,Normal,Flying,62,77,62,50,42,65,5,False
287,544,544,Zigzagoon,Normal,,38,30,41,30,41,60,3,False,Regigigas,Normal,,110,160,110,80,110,100,4,True
167,760,760,Chikorita,Grass,,45,49,65,49,65,45,2,False,Barbaracle,Rock,Water,72,105,115,54,86,68,6,False
198,779,198,Bellossom,Grass,,75,80,95,90,100,50,2,False,Phantump,Ghost,Grass,43,70,48,50,60,38,6,False
116,444,444,Hitmonchan,Fighting,,50,105,79,35,110,76,1,False,Staraptor,Normal,Flying,85,120,70,50,60,100,4,False
774,407,407,Carbink,Rock,Fairy,50,50,150,50,150,50,6,False,Bagon,Dragon,,45,75,60,40,30,50,3,False
397,779,397,Glalie,Ice,,80,80,80,80,80,80,3,False,Phantump,Ghost,Grass,43,70,48,50,60,38,6,False
360,756,756,Trapinch,Ground,,45,100,45,45,45,10,3,False,Slurpuff,Fairy,,82,80,86,85,75,72,6,False
211,221,221,Quagsire,Water,Ground,95,85,85,65,65,35,2,False,Forretress,Bug,Steel,75,90,140,60,60,40,2,False
128,280,280,Goldeen,Water,,45,67,60,35,50,63,1,False,Mega Blaziken,Fire,Fighting,80,160,80,130,80,100,3,False
260,20,20,Magby,Fire,,45,75,37,70,55,83,2,False,Mega Beedrill,Bug,Poison,65,150,40,15,80,145,1,False
689,172,172,Rufflet,Normal,Flying,70,83,50,37,50,60,5,False,Typhlosion,Fire,,78,84,78,109,85,100,2,False
719,191,191,Chespin,Grass,,56,61,65,48,45,38,6,False,Togetic,Fairy,Flying,55,40,85,80,105,40,2,False
752,565,565,Aegislash Shield Forme,Steel,Ghost,60,50,150,50,150,60,6,False,Watchog,Normal,,60,85,69,60,69,77,5,False
325,529,325,Skitty,Normal,,50,45,45,35,35,50,3,False,Probopass,Rock,Steel,60,55,145,75,150,40,4,False
192,758,758,Natu,Psychic,Flying,40,50,45,70,45,70,2,False,Malamar,Dark,Psychic,86,92,88,68,75,73,6,False
424,297,424,Groudon,Ground,,100,150,140,100,90,90,3,True,Seedot,Grass,,40,40,50,30,30,30,3,False
601,190,190,Sewaddle,Bug,Grass,45,53,70,40,60,42,5,False,Togepi,Fairy,,35,20,65,40,65,20,2,False
378,411,411,Lileep,Rock,Grass,66,41,77,61,87,23,3,False,Beldum,Steel,Psychic,40,55,80,35,60,30,3,False
459,746,746,Wormadam Plant Cloak,Bug,Grass,60,59,85,79,105,36,4,False,Espurr,Psychic,,62,48,54,63,60,68,6,False
513,746,513,Weavile,Dark,Ice,70,120,65,45,85,125,4,False,Espurr,Psychic,,62,48,54,63,60,68,6,False
783,344,344,Pumpkaboo Large Size,Ghost,Grass,54,66,70,44,55,46,6,False,Illumise,Bug,,65,47,55,73,75,85,3,False
359,349,349,Spinda,Normal,,60,60,60,60,60,60,3,False,Sharpedo,Water,Dark,70,120,40,95,40,95,3,False
78,466,466,Victreebel,Grass,Poison,80,105,65,100,70,70,1,False,Buizel,Water,,55,65,35,60,30,85,4,False
399,641,641,Spheal,Ice,Water,70,40,50,55,50,25,3,False,Reuniclus,Psychic,,110,65,75,125,85,30,5,False
80,557,557,Tentacruel,Water,Poison,80,70,65,80,120,100,1,False,Serperior,Grass,,75,75,95,75,95,113,5,False
273,348,273,Treecko,Grass,,40,45,35,65,55,70,3,False,Carvanha,Water,Dark,45,90,20,65,20,65,3,False
243,578,243,Octillery,Water,,75,105,75,105,75,45,2,False,Musharna,Psychic,,116,55,85,107,95,29,5,False
728,621,728,Bunnelby,Normal,,38,36,38,32,36,57,6,False,Scraggy,Dark,Fighting,50,75,70,35,70,48,5,False
175,191,175,Feraligatr,Water,,85,105,100,79,83,78,2,False,Togetic,Fairy,Flying,55,40,85,80,105,40,2,False
350,482,350,Mega Sharpedo,Water,Dark,70,140,70,110,65,105,3,False,Chingling,Psychic,,45,30,50,65,50,45,4,False
387,603,603,Banette,Ghost,,64,115,65,83,63,65,3,False,Leavanny,Bug,Grass,75,103,80,70,80,92,5,False
760,539,539,Barbaracle,Rock,Water,72,105,115,54,86,68,6,False,Mesprit,Psychic,,80,105,105,105,105,80,4,True
22,491,491,Pidgeotto,Normal,Flying,63,60,55,50,50,71,1,False,Spiritomb,Ghost,Dark,50,92,108,92,108,35,4,False
388,784,388,Mega Banette,Ghost,,64,165,75,93,83,75,3,False,Pumpkaboo Super Size,Ghost,Grass,59,66,70,44,55,41,6,False
274,744,274,Grovyle,Grass,,50,65,45,85,65,95,3,False,Pangoro,Fighting,Dark,95,124,78,69,71,58,6,False
251,287,287,Phanpy,Ground,,90,60,60,40,40,40,2,False,Zigzagoon,Normal,,38,30,41,30,41,60,3,False
680,469,469,Stunfisk,Ground,Electric,109,66,84,81,99,32,5,False,Cherrim,Grass,,70,60,70,87,78,85,4,False
566,800,800,Lillipup,Normal,,45,60,45,25,45,55,5,False,Volcanion,Fire,Water,80,110,120,130,90,70,6,True
296,688,296,Ludicolo,Water,Grass,80,70,70,90,100,70,3,False,Bouffalant,Normal,,95,110,95,40,95,55,5,False
18,468,468,Kakuna,Bug,Poison,45,25,50,25,25,35,1,False,Cherubi,Grass,,45,35,45,62,53,35,4,False
212,268,268,Espeon,Psychic,,65,65,60,130,95,110,2,False,Tyranitar,Rock,Dark,100,134,110,95,100,61,2,False
680,193,193,Stunfisk,Ground,Electric,109,66,84,81,99,32,5,False,Xatu,Psychic,Flying,65,75,70,95,70,95,2,False
226,148,148,Snubbull,Fairy,,60,80,50,40,40,30,2,False,Flareon,Fire,,65,130,60,95,110,65,1,False
456,799,799,Shieldon,Rock,Steel,30,42,118,42,88,30,4,False,Hoopa Unbound,Psychic,Dark,80,160,60,170,130,80,6,True
368,211,368,Zangoose,Normal,,73,115,60,60,60,90,3,False,Quagsire,Water,Ground,95,85,85,65,65,35,2,False
424,386,424,Groudon,Ground,,100,150,140,100,90,90,3,True,Shuppet,Ghost,,44,75,35,63,33,45,3,False
183,233,233,Ariados,Bug,Poison,70,90,70,60,60,40,2,False,Mega Heracross,Bug,Fighting,80,185,115,40,105,75,2,False
163,268,268,Mewtwo,Psychic,,106,110,90,154,90,130,1,True,Tyranitar,Rock,Dark,100,134,110,95,100,61,2,False
696,341,341,Zweilous,Dark,Dragon,72,85,70,65,70,58,5,False,Plusle,Electric,,60,50,40,85,75,95,3,False
524,710,524,Gliscor,Ground,Flying,75,95,125,45,75,95,4,False,Landorus Therian Forme,Ground,Flying,89,145,90,105,80,91,5,True
793,548,793,Xerneas,Fairy,,126,131,95,131,98,99,6,True,Phione,Water,,80,80,80,80,80,80,4,False
300,514,300,Taillow,Normal,Flying,40,55,30,30,30,85,3,False,Magnezone,Electric,Steel,70,70,115,130,90,60,4,False
520,179,520,Togekiss,Fairy,Flying,85,50,95,120,115,80,4,False,Noctowl,Normal,Flying,100,50,50,76,96,70,2,False
10,788,788,Squirtle,Water,,44,48,65,50,64,43,1,False,Gourgeist Super Size,Ghost,Grass,85,100,122,58,75,54,6,False
254,748,748,Stantler,Normal,,73,95,62,85,65,85,2,False,Meowstic Female,Psychic,,74,48,76,83,81,104,6,False
292,525,525,Cascoon,Bug,,50,35,55,25,25,15,3,False,Mamoswine,Ice,Ground,110,130,80,70,60,80,4,False
403,526,526,Huntail,Water,,55,104,105,94,75,52,3,False,Porygon-Z,Normal,,85,80,70,135,75,90,4,False
288,602,288,Linoone,Normal,,78,70,61,50,61,100,3,False,Swadloon,Bug,Grass,55,63,90,50,80,42,5,False
181,725,181,Ledian,Bug,Flying,55,35,50,55,110,85,2,False,Froakie,Water,,41,56,40,62,44,71,6,False
224,683,683,Steelix,Steel,Ground,75,85,200,55,65,30,2,False,Druddigon,Dragon,,77,120,90,60,90,48,5,False
142,414,414,Mega Gyarados,Water,Dark,95,155,109,70,130,81,1,False,Mega Metagross,Steel,Psychic,80,145,150,105,110,110,3,False
276,740,740,Mega Sceptile,Grass,Dragon,70,110,75,145,85,145,3,False,Florges,Fairy,,78,65,68,112,154,75,6,False
758,270,270,Malamar,Dark,Psychic,86,92,88,68,75,73,6,False,Lugia,Psychic,Flying,106,90,130,90,154,110,2,True
381,465,465,Armaldo,Rock,Bug,75,125,100,70,80,45,3,False,Pachirisu,Electric,,60,45,70,45,90,95,4,False
676,297,676,Beartic,Ice,,95,110,80,70,80,50,5,False,Seedot,Grass,,40,40,50,30,30,30,3,False
612,433,612,Sandile,Ground,Dark,50,72,35,35,35,65,5,False,Turtwig,Grass,,55,68,64,45,55,31,4,False
176,263,263,Sentret,Normal,,35,46,34,35,45,20,2,False,Raikou,Electric,,90,85,75,115,100,115,2,True
14,198,198,Caterpie,Bug,,45,30,35,20,20,45,1,False,Bellossom,Grass,,75,80,95,90,100,50,2,False
607,315,315,Cottonee,Grass,Fairy,40,27,60,37,50,66,5,False,Nincada,Bug,Ground,31,45,90,30,30,40,3,False
28,501,28,Fearow,Normal,Flying,65,90,65,61,61,100,1,False,Hippowdon,Ground,,108,112,118,68,72,47,4,False
12,347,12,Blastoise,Water,,79,83,100,85,105,78,1,False,Swalot,Poison,,100,73,83,73,83,55,3,False
150,509,509,Omanyte,Rock,Water,35,40,100,90,55,35,1,False,Mantyke,Water,Flying,45,20,50,60,120,50,4,False
730,294,730,Fletchling,Normal,Flying,45,50,43,40,38,62,6,False,Lotad,Water,Grass,40,30,30,40,50,30,3,False
248,287,248,Houndoom,Dark,Fire,75,90,50,110,80,95,2,False,Zigzagoon,Normal,,38,30,41,30,41,60,3,False
394,306,394,Mega Absol,Dark,,65,150,60,115,60,115,3,False,Gardevoir,Psychic,Fairy,68,65,65,125,115,80,3,False
576,82,576,Simipour,Water,,75,98,63,98,63,101,5,False,Graveler,Rock,Ground,55,95,115,45,45,35,1,False
624,292,624,Yamask,Ghost,,38,30,85,55,65,30,5,False,Cascoon,Bug,,50,35,55,25,25,15,3,False
379,591,591,Cradily,Rock,Grass,86,81,97,81,107,43,3,False,Audino,Normal,,103,60,86,60,86,50,5,False
419,199,199,Mega Latias,Dragon,Psychic,80,100,120,140,150,110,3,True,Marill,Water,Fairy,70,20,50,20,50,40,2,False
695,317,317,Deino,Dark,Dragon,52,65,50,45,50,38,5,False,Shedinja,Bug,Ghost,1,90,45,30,30,40,3,False
402,663,663,Clamperl,Water,,35,64,85,74,55,32,3,False,Klinklang,Steel,,60,100,115,70,85,90,5,False
546,271,271,Giratina Origin Forme,Ghost,Dragon,150,120,100,120,100,90,4,True,Ho-oh,Fire,Flying,106,130,90,110,154,90,2,True
51,323,51,Vileplume,Grass,Poison,75,80,85,110,90,50,1,False,Azurill,Normal,Fairy,50,20,40,20,40,20,3,False
752,307,307,Aegislash Shield Forme,Steel,Ghost,60,50,150,50,150,60,6,False,Mega Gardevoir,Psychic,Fairy,68,85,65,165,135,100,3,False
275,640,275,Sceptile,Grass,,70,85,65,105,85,120,3,False,Duosion,Psychic,,65,40,50,125,60,30,5,False
410,518,410,Mega Salamence,Dragon,Flying,95,145,130,120,90,120,3,False,Electivire,Electric,,75,123,67,95,85,95,4,False
351,474,474,Wailmer,Water,,130,70,35,70,35,60,3,False,Drifblim,Ghost,Flying,150,80,44,90,54,80,4,False
236,694,694,Ursaring,Normal,,90,130,75,75,75,55,2,False,Durant,Bug,Steel,58,109,112,48,48,109,5,False
163,249,249,Mewtwo,Psychic,,106,110,90,154,90,130,1,True,Mega Houndoom,Dark,Fire,75,90,90,140,90,115,2,False
348,2,348,Carvanha,Water,Dark,45,90,20,65,20,65,3,False,Ivysaur,Grass,Poison,60,62,63,80,80,60,1,False
664,211,211,Tynamo,Electric,,35,55,40,45,40,60,5,False,Quagsire,Water,Ground,95,85,85,65,65,35,2,False
469,160,469,Cherrim,Grass,,70,60,70,87,78,85,4,False,Dratini,Dragon,,41,64,45,50,50,50,1,False
786,95,786,Gourgeist Small Size,Ghost,Grass,55,85,122,58,75,99,6,False,Dewgong,Water,Ice,90,70,80,70,95,70,1,False
763,246,246,Clauncher,Water,,50,53,62,58,63,44,6,False,Skarmory,Steel,Flying,65,80,140,40,70,70,2,False
459,750,750,Wormadam Plant Cloak,Bug,Grass,60,59,85,79,105,36,4,False,Doublade,Steel,Ghost,59,110,150,45,49,35,6,False
343,656,343,Volbeat,Bug,,65,73,55,47,75,85,3,False,Alomomola,Water,,165,75,80,40,45,65,5,False
